k,n,metric,value,seqMode
4,20,"cubicTree",889,"unary-cover-no-reassoc"
4,20,"sharedShapeStatePool",85,"unary-cover-no-reassoc"
4,20,"langContPruneShapeStatePool",27,"unary-cover-no-reassoc"
4,21,"strongTree",468,"unary-cover-no-reassoc"
4,21,"cubicTree",889,"unary-cover-no-reassoc"
4,21,"sharedShapeStatePool",86,"unary-cover-no-reassoc"
4,21,"langContPruneShapeStatePool",27,"unary-cover-no-reassoc"
4,22,"strongTree",462,"unary-cover-no-reassoc"
4,22,"cubicTree",889,"unary-cover-no-reassoc"
4,22,"sharedShapeStatePool",87,"unary-cover-no-reassoc"
4,22,"langContPruneShapeStatePool",27,"unary-cover-no-reassoc"
4,23,"strongTree",468,"unary-cover-no-reassoc"
4,23,"cubicTree",889,"unary-cover-no-reassoc"
4,23,"sharedShapeStatePool",88,"unary-cover-no-reassoc"
4,23,"langContPruneShapeStatePool",27,"unary-cover-no-reassoc"
4,24,"strongTree",472,"unary-cover-no-reassoc"
4,24,"cubicTree",889,"unary-cover-no-reassoc"
4,24,"sharedShapeStatePool",88,"unary-cover-no-reassoc"
4,24,"langContPruneShapeStatePool",27,"unary-cover-no-reassoc"
4,25,"strongTree",470,"unary-cover-no-reassoc"
4,25,"cubicTree",889,"unary-cover-no-reassoc"
4,25,"sharedShapeStatePool",88,"unary-cover-no-reassoc"
4,25,"langContPruneShapeStatePool",27,"unary-cover-no-reassoc"
4,26,"strongTree",470,"unary-cover-no-reassoc"
4,26,"cubicTree",889,"unary-cover-no-reassoc"
4,26,"sharedShapeStatePool",88,"unary-cover-no-reassoc"
4,26,"langContPruneShapeStatePool",27,"unary-cover-no-reassoc"
4,27,"strongTree",474,"unary-cover-no-reassoc"
4,27,"cubicTree",889,"unary-cover-no-reassoc"
4,27,"sharedShapeStatePool",88,"unary-cover-no-reassoc"
4,27,"langContPruneShapeStatePool",27,"unary-cover-no-reassoc"
4,28,"strongTree",506,"unary-cover-no-reassoc"
4,28,"cubicTree",889,"unary-cover-no-reassoc"
4,28,"sharedShapeStatePool",88,"unary-cover-no-reassoc"
4,28,"langContPruneShapeStatePool",27,"unary-cover-no-reassoc"
4,29,"strongTree",502,"unary-cover-no-reassoc"
4,29,"cubicTree",889,"unary-cover-no-reassoc"
4,29,"sharedShapeStatePool",88,"unary-cover-no-reassoc"
4,29,"langContPruneShapeStatePool",27,"unary-cover-no-reassoc"
4,30,"strongTree",428,"unary-cover-no-reassoc"
4,30,"cubicTree",889,"unary-cover-no-reassoc"
4,30,"sharedShapeStatePool",88,"unary-cover-no-reassoc"
4,30,"langContPruneShapeStatePool",27,"unary-cover-no-reassoc"
5,0,"strongTree",46,"unary-cover-no-reassoc"
5,0,"cubicTree",46,"unary-cover-no-reassoc"
5,0,"sharedShapeStatePool",18,"unary-cover-no-reassoc"
5,0,"langContPruneShapeStatePool",4,"unary-cover-no-reassoc"
5,1,"strongTree",117,"unary-cover-no-reassoc"
5,1,"cubicTree",118,"unary-cover-no-reassoc"
5,1,"sharedShapeStatePool",37,"unary-cover-no-reassoc"
5,1,"langContPruneShapeStatePool",17,"unary-cover-no-reassoc"
5,2,"strongTree",276,"unary-cover-no-reassoc"
5,2,"cubicTree",229,"unary-cover-no-reassoc"
5,2,"sharedShapeStatePool",44,"unary-cover-no-reassoc"
5,2,"langContPruneShapeStatePool",21,"unary-cover-no-reassoc"
5,3,"strongTree",379,"unary-cover-no-reassoc"
5,3,"cubicTree",335,"unary-cover-no-reassoc"
5,3,"sharedShapeStatePool",50,"unary-cover-no-reassoc"
5,3,"langContPruneShapeStatePool",24,"unary-cover-no-reassoc"
5,4,"strongTree",474,"unary-cover-no-reassoc"
5,4,"cubicTree",439,"unary-cover-no-reassoc"
5,4,"sharedShapeStatePool",55,"unary-cover-no-reassoc"
5,4,"langContPruneShapeStatePool",26,"unary-cover-no-reassoc"
5,5,"strongTree",518,"unary-cover-no-reassoc"
5,5,"cubicTree",547,"unary-cover-no-reassoc"
5,5,"sharedShapeStatePool",59,"unary-cover-no-reassoc"
5,5,"langContPruneShapeStatePool",27,"unary-cover-no-reassoc"
5,6,"strongTree",598,"unary-cover-no-reassoc"
5,6,"cubicTree",657,"unary-cover-no-reassoc"
5,6,"sharedShapeStatePool",63,"unary-cover-no-reassoc"
5,6,"langContPruneShapeStatePool",28,"unary-cover-no-reassoc"
5,7,"strongTree",653,"unary-cover-no-reassoc"
5,7,"cubicTree",769,"unary-cover-no-reassoc"
5,7,"sharedShapeStatePool",67,"unary-cover-no-reassoc"
5,7,"langContPruneShapeStatePool",29,"unary-cover-no-reassoc"
5,8,"strongTree",730,"unary-cover-no-reassoc"
5,8,"cubicTree",873,"unary-cover-no-reassoc"
5,8,"sharedShapeStatePool",71,"unary-cover-no-reassoc"
5,8,"langContPruneShapeStatePool",30,"unary-cover-no-reassoc"
5,9,"strongTree",775,"unary-cover-no-reassoc"
5,9,"cubicTree",981,"unary-cover-no-reassoc"
5,9,"sharedShapeStatePool",75,"unary-cover-no-reassoc"
5,9,"langContPruneShapeStatePool",31,"unary-cover-no-reassoc"
5,10,"strongTree",835,"unary-cover-no-reassoc"
5,10,"cubicTree",1087,"unary-cover-no-reassoc"
5,10,"sharedShapeStatePool",79,"unary-cover-no-reassoc"
5,10,"langContPruneShapeStatePool",32,"unary-cover-no-reassoc"
5,11,"strongTree",823,"unary-cover-no-reassoc"
5,11,"cubicTree",1199,"unary-cover-no-reassoc"
5,11,"sharedShapeStatePool",83,"unary-cover-no-reassoc"
5,11,"langContPruneShapeStatePool",33,"unary-cover-no-reassoc"
5,12,"strongTree",771,"unary-cover-no-reassoc"
5,12,"cubicTree",1303,"unary-cover-no-reassoc"
5,12,"sharedShapeStatePool",87,"unary-cover-no-reassoc"
5,12,"langContPruneShapeStatePool",34,"unary-cover-no-reassoc"
5,13,"strongTree",769,"unary-cover-no-reassoc"
5,13,"cubicTree",1417,"unary-cover-no-reassoc"
5,13,"sharedShapeStatePool",91,"unary-cover-no-reassoc"
5,13,"langContPruneShapeStatePool",35,"unary-cover-no-reassoc"
5,14,"strongTree",772,"unary-cover-no-reassoc"
5,14,"cubicTree",1523,"unary-cover-no-reassoc"
5,14,"sharedShapeStatePool",95,"unary-cover-no-reassoc"
5,14,"langContPruneShapeStatePool",36,"unary-cover-no-reassoc"
5,15,"strongTree",830,"unary-cover-no-reassoc"
5,15,"cubicTree",1625,"unary-cover-no-reassoc"
5,15,"sharedShapeStatePool",99,"unary-cover-no-reassoc"
5,15,"langContPruneShapeStatePool",37,"unary-cover-no-reassoc"
5,16,"strongTree",820,"unary-cover-no-reassoc"
5,16,"cubicTree",1735,"unary-cover-no-reassoc"
5,16,"sharedShapeStatePool",103,"unary-cover-no-reassoc"
5,16,"langContPruneShapeStatePool",38,"unary-cover-no-reassoc"
5,17,"strongTree",862,"unary-cover-no-reassoc"
5,17,"cubicTree",1849,"unary-cover-no-reassoc"
5,17,"sharedShapeStatePool",107,"unary-cover-no-reassoc"
5,17,"langContPruneShapeStatePool",39,"unary-cover-no-reassoc"
5,18,"strongTree",861,"unary-cover-no-reassoc"
5,18,"cubicTree",1955,"unary-cover-no-reassoc"
5,18,"sharedShapeStatePool",111,"unary-cover-no-reassoc"
5,18,"langContPruneShapeStatePool",40,"unary-cover-no-reassoc"
5,19,"strongTree",871,"unary-cover-no-reassoc"
5,19,"cubicTree",2063,"unary-cover-no-reassoc"
5,19,"sharedShapeStatePool",115,"unary-cover-no-reassoc"
5,19,"langContPruneShapeStatePool",41,"unary-cover-no-reassoc"
5,20,"strongTree",875,"unary-cover-no-reassoc"
5,20,"cubicTree",2163,"unary-cover-no-reassoc"
5,20,"sharedShapeStatePool",119,"unary-cover-no-reassoc"
5,20,"langContPruneShapeStatePool",42,"unary-cover-no-reassoc"
5,21,"strongTree",914,"unary-cover-no-reassoc"
5,21,"cubicTree",2277,"unary-cover-no-reassoc"
5,21,"sharedShapeStatePool",123,"unary-cover-no-reassoc"
5,21,"langContPruneShapeStatePool",43,"unary-cover-no-reassoc"
5,22,"strongTree",960,"unary-cover-no-reassoc"
5,22,"cubicTree",2389,"unary-cover-no-reassoc"
5,22,"sharedShapeStatePool",127,"unary-cover-no-reassoc"
5,22,"langContPruneShapeStatePool",44,"unary-cover-no-reassoc"
5,23,"strongTree",910,"unary-cover-no-reassoc"
5,23,"cubicTree",2497,"unary-cover-no-reassoc"
5,23,"sharedShapeStatePool",131,"unary-cover-no-reassoc"
5,23,"langContPruneShapeStatePool",45,"unary-cover-no-reassoc"
5,24,"strongTree",918,"unary-cover-no-reassoc"
5,24,"cubicTree",2597,"unary-cover-no-reassoc"
5,24,"sharedShapeStatePool",135,"unary-cover-no-reassoc"
5,24,"langContPruneShapeStatePool",46,"unary-cover-no-reassoc"
5,25,"strongTree",908,"unary-cover-no-reassoc"
5,25,"cubicTree",2707,"unary-cover-no-reassoc"
5,25,"sharedShapeStatePool",139,"unary-cover-no-reassoc"
5,25,"langContPruneShapeStatePool",47,"unary-cover-no-reassoc"
5,26,"strongTree",896,"unary-cover-no-reassoc"
5,26,"cubicTree",2819,"unary-cover-no-reassoc"
5,26,"sharedShapeStatePool",143,"unary-cover-no-reassoc"
5,26,"langContPruneShapeStatePool",48,"unary-cover-no-reassoc"
5,27,"strongTree",904,"unary-cover-no-reassoc"
5,27,"cubicTree",2927,"unary-cover-no-reassoc"
5,27,"sharedShapeStatePool",147,"unary-cover-no-reassoc"
5,27,"langContPruneShapeStatePool",49,"unary-cover-no-reassoc"
5,28,"strongTree",908,"unary-cover-no-reassoc"
5,28,"cubicTree",3033,"unary-cover-no-reassoc"
5,28,"sharedShapeStatePool",151,"unary-cover-no-reassoc"
5,28,"langContPruneShapeStatePool",50,"unary-cover-no-reassoc"
5,29,"strongTree",904,"unary-cover-no-reassoc"
5,29,"cubicTree",3143,"unary-cover-no-reassoc"
5,29,"sharedShapeStatePool",155,"unary-cover-no-reassoc"
5,29,"langContPruneShapeStatePool",51,"unary-cover-no-reassoc"
5,30,"strongTree",958,"unary-cover-no-reassoc"
5,30,"cubicTree",3245,"unary-cover-no-reassoc"
5,30,"sharedShapeStatePool",159,"unary-cover-no-reassoc"
5,30,"langContPruneShapeStatePool",52,"unary-cover-no-reassoc"
6,0,"strongTree",61,"unary-cover-no-reassoc"
6,0,"cubicTree",61,"unary-cover-no-reassoc"
6,0,"sharedShapeStatePool",21,"unary-cover-no-reassoc"
6,0,"langContPruneShapeStatePool",4,"unary-cover-no-reassoc"
6,1,"strongTree",163,"unary-cover-no-reassoc"
6,1,"cubicTree",164,"unary-cover-no-reassoc"
6,1,"sharedShapeStatePool",43,"unary-cover-no-reassoc"
6,1,"langContPruneShapeStatePool",20,"unary-cover-no-reassoc"
6,2,"strongTree",388,"unary-cover-no-reassoc"
6,2,"cubicTree",319,"unary-cover-no-reassoc"
6,2,"sharedShapeStatePool",51,"unary-cover-no-reassoc"
6,2,"langContPruneShapeStatePool",25,"unary-cover-no-reassoc"
6,3,"strongTree",533,"unary-cover-no-reassoc"
6,3,"cubicTree",467,"unary-cover-no-reassoc"
6,3,"sharedShapeStatePool",58,"unary-cover-no-reassoc"
6,3,"langContPruneShapeStatePool",29,"unary-cover-no-reassoc"
6,4,"strongTree",668,"unary-cover-no-reassoc"
6,4,"cubicTree",611,"unary-cover-no-reassoc"
6,4,"sharedShapeStatePool",64,"unary-cover-no-reassoc"
6,4,"langContPruneShapeStatePool",32,"unary-cover-no-reassoc"
6,5,"strongTree",738,"unary-cover-no-reassoc"
6,5,"cubicTree",757,"unary-cover-no-reassoc"
6,5,"sharedShapeStatePool",69,"unary-cover-no-reassoc"
6,5,"langContPruneShapeStatePool",34,"unary-cover-no-reassoc"
6,6,"strongTree",855,"unary-cover-no-reassoc"
6,6,"cubicTree",903,"unary-cover-no-reassoc"
6,6,"sharedShapeStatePool",73,"unary-cover-no-reassoc"
6,6,"langContPruneShapeStatePool",35,"unary-cover-no-reassoc"
6,7,"strongTree",904,"unary-cover-no-reassoc"
6,7,"cubicTree",1061,"unary-cover-no-reassoc"
6,7,"sharedShapeStatePool",77,"unary-cover-no-reassoc"
6,7,"langContPruneShapeStatePool",36,"unary-cover-no-reassoc"
6,8,"strongTree",1012,"unary-cover-no-reassoc"
6,8,"cubicTree",1209,"unary-cover-no-reassoc"
6,8,"sharedShapeStatePool",81,"unary-cover-no-reassoc"
6,8,"langContPruneShapeStatePool",37,"unary-cover-no-reassoc"
6,9,"strongTree",1075,"unary-cover-no-reassoc"
6,9,"cubicTree",1359,"unary-cover-no-reassoc"
6,9,"sharedShapeStatePool",85,"unary-cover-no-reassoc"
6,9,"langContPruneShapeStatePool",38,"unary-cover-no-reassoc"
6,10,"strongTree",1137,"unary-cover-no-reassoc"
6,10,"cubicTree",1505,"unary-cover-no-reassoc"
6,10,"sharedShapeStatePool",89,"unary-cover-no-reassoc"
6,10,"langContPruneShapeStatePool",39,"unary-cover-no-reassoc"
6,11,"strongTree",1206,"unary-cover-no-reassoc"
6,11,"cubicTree",1655,"unary-cover-no-reassoc"
6,11,"sharedShapeStatePool",93,"unary-cover-no-reassoc"
6,11,"langContPruneShapeStatePool",40,"unary-cover-no-reassoc"
6,12,"strongTree",1278,"unary-cover-no-reassoc"
6,12,"cubicTree",1795,"unary-cover-no-reassoc"
6,12,"sharedShapeStatePool",97,"unary-cover-no-reassoc"
6,12,"langContPruneShapeStatePool",41,"unary-cover-no-reassoc"
6,13,"strongTree",1333,"unary-cover-no-reassoc"
6,13,"cubicTree",1955,"unary-cover-no-reassoc"
6,13,"sharedShapeStatePool",101,"unary-cover-no-reassoc"
6,13,"langContPruneShapeStatePool",42,"unary-cover-no-reassoc"
6,14,"strongTree",1251,"unary-cover-no-reassoc"
6,14,"cubicTree",2105,"unary-cover-no-reassoc"
6,14,"sharedShapeStatePool",105,"unary-cover-no-reassoc"
6,14,"langContPruneShapeStatePool",43,"unary-cover-no-reassoc"
6,15,"strongTree",1189,"unary-cover-no-reassoc"
6,15,"cubicTree",2249,"unary-cover-no-reassoc"
6,15,"sharedShapeStatePool",109,"unary-cover-no-reassoc"
6,15,"langContPruneShapeStatePool",44,"unary-cover-no-reassoc"
6,16,"strongTree",1259,"unary-cover-no-reassoc"
6,16,"cubicTree",2399,"unary-cover-no-reassoc"
6,16,"sharedShapeStatePool",113,"unary-cover-no-reassoc"
6,16,"langContPruneShapeStatePool",45,"unary-cover-no-reassoc"
6,17,"strongTree",1267,"unary-cover-no-reassoc"
6,17,"cubicTree",2551,"unary-cover-no-reassoc"
6,17,"sharedShapeStatePool",117,"unary-cover-no-reassoc"
6,17,"langContPruneShapeStatePool",46,"unary-cover-no-reassoc"
6,18,"strongTree",1337,"unary-cover-no-reassoc"
6,18,"cubicTree",2693,"unary-cover-no-reassoc"
6,18,"sharedShapeStatePool",121,"unary-cover-no-reassoc"
6,18,"langContPruneShapeStatePool",47,"unary-cover-no-reassoc"
6,19,"strongTree",1315,"unary-cover-no-reassoc"
6,19,"cubicTree",2847,"unary-cover-no-reassoc"
6,19,"sharedShapeStatePool",125,"unary-cover-no-reassoc"
6,19,"langContPruneShapeStatePool",48,"unary-cover-no-reassoc"
6,20,"strongTree",1247,"unary-cover-no-reassoc"
6,20,"cubicTree",2991,"unary-cover-no-reassoc"
6,20,"sharedShapeStatePool",129,"unary-cover-no-reassoc"
6,20,"langContPruneShapeStatePool",49,"unary-cover-no-reassoc"
6,21,"strongTree",1313,"unary-cover-no-reassoc"
6,21,"cubicTree",3147,"unary-cover-no-reassoc"
6,21,"sharedShapeStatePool",133,"unary-cover-no-reassoc"
6,21,"langContPruneShapeStatePool",50,"unary-cover-no-reassoc"
6,22,"strongTree",1321,"unary-cover-no-reassoc"
6,22,"cubicTree",3299,"unary-cover-no-reassoc"
6,22,"sharedShapeStatePool",137,"unary-cover-no-reassoc"
6,22,"langContPruneShapeStatePool",51,"unary-cover-no-reassoc"
6,23,"strongTree",1326,"unary-cover-no-reassoc"
6,23,"cubicTree",3445,"unary-cover-no-reassoc"
6,23,"sharedShapeStatePool",141,"unary-cover-no-reassoc"
6,23,"langContPruneShapeStatePool",52,"unary-cover-no-reassoc"
6,24,"strongTree",1332,"unary-cover-no-reassoc"
6,24,"cubicTree",3581,"unary-cover-no-reassoc"
6,24,"sharedShapeStatePool",145,"unary-cover-no-reassoc"
6,24,"langContPruneShapeStatePool",53,"unary-cover-no-reassoc"
6,25,"strongTree",1385,"unary-cover-no-reassoc"
6,25,"cubicTree",3737,"unary-cover-no-reassoc"
6,25,"sharedShapeStatePool",149,"unary-cover-no-reassoc"
6,25,"langContPruneShapeStatePool",54,"unary-cover-no-reassoc"
6,26,"strongTree",1369,"unary-cover-no-reassoc"
6,26,"cubicTree",3893,"unary-cover-no-reassoc"
6,26,"sharedShapeStatePool",153,"unary-cover-no-reassoc"
6,26,"langContPruneShapeStatePool",55,"unary-cover-no-reassoc"
6,27,"strongTree",1373,"unary-cover-no-reassoc"
6,27,"cubicTree",4043,"unary-cover-no-reassoc"
6,27,"sharedShapeStatePool",157,"unary-cover-no-reassoc"
6,27,"langContPruneShapeStatePool",56,"unary-cover-no-reassoc"
6,28,"strongTree",1379,"unary-cover-no-reassoc"
6,28,"cubicTree",4189,"unary-cover-no-reassoc"
6,28,"sharedShapeStatePool",161,"unary-cover-no-reassoc"
6,28,"langContPruneShapeStatePool",57,"unary-cover-no-reassoc"
6,29,"strongTree",1383,"unary-cover-no-reassoc"
6,29,"cubicTree",4337,"unary-cover-no-reassoc"
6,29,"sharedShapeStatePool",165,"unary-cover-no-reassoc"
6,29,"langContPruneShapeStatePool",58,"unary-cover-no-reassoc"
6,30,"strongTree",1389,"unary-cover-no-reassoc"
6,30,"cubicTree",4475,"unary-cover-no-reassoc"
6,30,"sharedShapeStatePool",169,"unary-cover-no-reassoc"
6,30,"langContPruneShapeStatePool",59,"unary-cover-no-reassoc"
7,0,"strongTree",78,"unary-cover-no-reassoc"
7,0,"cubicTree",78,"unary-cover-no-reassoc"
7,0,"sharedShapeStatePool",24,"unary-cover-no-reassoc"
7,0,"langContPruneShapeStatePool",4,"unary-cover-no-reassoc"
7,1,"strongTree",217,"unary-cover-no-reassoc"
7,1,"cubicTree",218,"unary-cover-no-reassoc"
7,1,"sharedShapeStatePool",49,"unary-cover-no-reassoc"
7,1,"langContPruneShapeStatePool",23,"unary-cover-no-reassoc"
7,2,"strongTree",520,"unary-cover-no-reassoc"
7,2,"cubicTree",425,"unary-cover-no-reassoc"
7,2,"sharedShapeStatePool",58,"unary-cover-no-reassoc"
7,2,"langContPruneShapeStatePool",29,"unary-cover-no-reassoc"
7,3,"strongTree",715,"unary-cover-no-reassoc"
7,3,"cubicTree",623,"unary-cover-no-reassoc"
7,3,"sharedShapeStatePool",66,"unary-cover-no-reassoc"
7,3,"langContPruneShapeStatePool",34,"unary-cover-no-reassoc"
7,4,"strongTree",898,"unary-cover-no-reassoc"
7,4,"cubicTree",815,"unary-cover-no-reassoc"
7,4,"sharedShapeStatePool",73,"unary-cover-no-reassoc"
7,4,"langContPruneShapeStatePool",38,"unary-cover-no-reassoc"
7,5,"strongTree",1000,"unary-cover-no-reassoc"
7,5,"cubicTree",1007,"unary-cover-no-reassoc"
7,5,"sharedShapeStatePool",79,"unary-cover-no-reassoc"
7,5,"langContPruneShapeStatePool",41,"unary-cover-no-reassoc"
7,6,"strongTree",1161,"unary-cover-no-reassoc"
7,6,"cubicTree",1197,"unary-cover-no-reassoc"
7,6,"sharedShapeStatePool",84,"unary-cover-no-reassoc"
7,6,"langContPruneShapeStatePool",43,"unary-cover-no-reassoc"
7,7,"strongTree",1239,"unary-cover-no-reassoc"
7,7,"cubicTree",1397,"unary-cover-no-reassoc"
7,7,"sharedShapeStatePool",88,"unary-cover-no-reassoc"
7,7,"langContPruneShapeStatePool",44,"unary-cover-no-reassoc"
7,8,"strongTree",1377,"unary-cover-no-reassoc"
7,8,"cubicTree",1599,"unary-cover-no-reassoc"
7,8,"sharedShapeStatePool",92,"unary-cover-no-reassoc"
7,8,"langContPruneShapeStatePool",45,"unary-cover-no-reassoc"
7,9,"strongTree",1458,"unary-cover-no-reassoc"
7,9,"cubicTree",1801,"unary-cover-no-reassoc"
7,9,"sharedShapeStatePool",96,"unary-cover-no-reassoc"
7,9,"langContPruneShapeStatePool",46,"unary-cover-no-reassoc"
7,10,"strongTree",1539,"unary-cover-no-reassoc"
7,10,"cubicTree",1997,"unary-cover-no-reassoc"
7,10,"sharedShapeStatePool",100,"unary-cover-no-reassoc"
7,10,"langContPruneShapeStatePool",47,"unary-cover-no-reassoc"
7,11,"strongTree",1626,"unary-cover-no-reassoc"
7,11,"cubicTree",2195,"unary-cover-no-reassoc"
7,11,"sharedShapeStatePool",104,"unary-cover-no-reassoc"
7,11,"langContPruneShapeStatePool",48,"unary-cover-no-reassoc"
7,12,"strongTree",1757,"unary-cover-no-reassoc"
7,12,"cubicTree",2381,"unary-cover-no-reassoc"
7,12,"sharedShapeStatePool",108,"unary-cover-no-reassoc"
7,12,"langContPruneShapeStatePool",49,"unary-cover-no-reassoc"
7,13,"strongTree",1836,"unary-cover-no-reassoc"
7,13,"cubicTree",2585,"unary-cover-no-reassoc"
7,13,"sharedShapeStatePool",112,"unary-cover-no-reassoc"
7,13,"langContPruneShapeStatePool",50,"unary-cover-no-reassoc"
7,14,"strongTree",1926,"unary-cover-no-reassoc"
7,14,"cubicTree",2777,"unary-cover-no-reassoc"
7,14,"sharedShapeStatePool",116,"unary-cover-no-reassoc"
7,14,"langContPruneShapeStatePool",51,"unary-cover-no-reassoc"
7,15,"strongTree",1908,"unary-cover-no-reassoc"
7,15,"cubicTree",2975,"unary-cover-no-reassoc"
7,15,"sharedShapeStatePool",120,"unary-cover-no-reassoc"
7,15,"langContPruneShapeStatePool",52,"unary-cover-no-reassoc"
7,16,"strongTree",1916,"unary-cover-no-reassoc"
7,16,"cubicTree",3177,"unary-cover-no-reassoc"
7,16,"sharedShapeStatePool",124,"unary-cover-no-reassoc"
7,16,"langContPruneShapeStatePool",53,"unary-cover-no-reassoc"
7,17,"strongTree",1912,"unary-cover-no-reassoc"
7,17,"cubicTree",3379,"unary-cover-no-reassoc"
7,17,"sharedShapeStatePool",128,"unary-cover-no-reassoc"
7,17,"langContPruneShapeStatePool",54,"unary-cover-no-reassoc"
7,18,"strongTree",1828,"unary-cover-no-reassoc"
7,18,"cubicTree",3569,"unary-cover-no-reassoc"
7,18,"sharedShapeStatePool",132,"unary-cover-no-reassoc"
7,18,"langContPruneShapeStatePool",55,"unary-cover-no-reassoc"
7,19,"strongTree",1906,"unary-cover-no-reassoc"
7,19,"cubicTree",3769,"unary-cover-no-reassoc"
7,19,"sharedShapeStatePool",136,"unary-cover-no-reassoc"
7,19,"langContPruneShapeStatePool",56,"unary-cover-no-reassoc"
7,20,"strongTree",1909,"unary-cover-no-reassoc"
7,20,"cubicTree",3957,"unary-cover-no-reassoc"
7,20,"sharedShapeStatePool",140,"unary-cover-no-reassoc"
7,20,"langContPruneShapeStatePool",57,"unary-cover-no-reassoc"
7,21,"strongTree",2011,"unary-cover-no-reassoc"
7,21,"cubicTree",4155,"unary-cover-no-reassoc"
7,21,"sharedShapeStatePool",144,"unary-cover-no-reassoc"
7,21,"langContPruneShapeStatePool",58,"unary-cover-no-reassoc"
7,22,"strongTree",1993,"unary-cover-no-reassoc"
7,22,"cubicTree",4361,"unary-cover-no-reassoc"
7,22,"sharedShapeStatePool",148,"unary-cover-no-reassoc"
7,22,"langContPruneShapeStatePool",59,"unary-cover-no-reassoc"
7,23,"strongTree",1987,"unary-cover-no-reassoc"
7,23,"cubicTree",4559,"unary-cover-no-reassoc"
7,23,"sharedShapeStatePool",152,"unary-cover-no-reassoc"
7,23,"langContPruneShapeStatePool",60,"unary-cover-no-reassoc"
7,24,"strongTree",1901,"unary-cover-no-reassoc"
7,24,"cubicTree",4745,"unary-cover-no-reassoc"
7,24,"sharedShapeStatePool",156,"unary-cover-no-reassoc"
7,24,"langContPruneShapeStatePool",61,"unary-cover-no-reassoc"
7,25,"strongTree",1977,"unary-cover-no-reassoc"
7,25,"cubicTree",4949,"unary-cover-no-reassoc"
7,25,"sharedShapeStatePool",160,"unary-cover-no-reassoc"
7,25,"langContPruneShapeStatePool",62,"unary-cover-no-reassoc"
7,26,"strongTree",1989,"unary-cover-no-reassoc"
7,26,"cubicTree",5151,"unary-cover-no-reassoc"
7,26,"sharedShapeStatePool",164,"unary-cover-no-reassoc"
7,26,"langContPruneShapeStatePool",63,"unary-cover-no-reassoc"
7,27,"strongTree",1994,"unary-cover-no-reassoc"
7,27,"cubicTree",5345,"unary-cover-no-reassoc"
7,27,"sharedShapeStatePool",168,"unary-cover-no-reassoc"
7,27,"langContPruneShapeStatePool",64,"unary-cover-no-reassoc"
7,28,"strongTree",2086,"unary-cover-no-reassoc"
7,28,"cubicTree",5533,"unary-cover-no-reassoc"
7,28,"sharedShapeStatePool",172,"unary-cover-no-reassoc"
7,28,"langContPruneShapeStatePool",65,"unary-cover-no-reassoc"
7,29,"strongTree",2064,"unary-cover-no-reassoc"
7,29,"cubicTree",5735,"unary-cover-no-reassoc"
7,29,"sharedShapeStatePool",176,"unary-cover-no-reassoc"
7,29,"langContPruneShapeStatePool",66,"unary-cover-no-reassoc"
7,30,"strongTree",1976,"unary-cover-no-reassoc"
7,30,"cubicTree",5925,"unary-cover-no-reassoc"
7,30,"sharedShapeStatePool",180,"unary-cover-no-reassoc"
7,30,"langContPruneShapeStatePool",67,"unary-cover-no-reassoc"
8,0,"strongTree",97,"unary-cover-no-reassoc"
8,0,"cubicTree",97,"unary-cover-no-reassoc"
8,0,"sharedShapeStatePool",27,"unary-cover-no-reassoc"
8,0,"langContPruneShapeStatePool",4,"unary-cover-no-reassoc"
8,1,"strongTree",279,"unary-cover-no-reassoc"
8,1,"cubicTree",280,"unary-cover-no-reassoc"
8,1,"sharedShapeStatePool",55,"unary-cover-no-reassoc"
8,1,"langContPruneShapeStatePool",26,"unary-cover-no-reassoc"
8,2,"strongTree",672,"unary-cover-no-reassoc"
8,2,"cubicTree",547,"unary-cover-no-reassoc"
8,2,"sharedShapeStatePool",65,"unary-cover-no-reassoc"
8,2,"langContPruneShapeStatePool",33,"unary-cover-no-reassoc"
8,3,"strongTree",925,"unary-cover-no-reassoc"
8,3,"cubicTree",803,"unary-cover-no-reassoc"
8,3,"sharedShapeStatePool",74,"unary-cover-no-reassoc"
8,3,"langContPruneShapeStatePool",39,"unary-cover-no-reassoc"
8,4,"strongTree",1164,"unary-cover-no-reassoc"
8,4,"cubicTree",1051,"unary-cover-no-reassoc"
8,4,"sharedShapeStatePool",82,"unary-cover-no-reassoc"
8,4,"langContPruneShapeStatePool",44,"unary-cover-no-reassoc"
8,5,"strongTree",1304,"unary-cover-no-reassoc"
8,5,"cubicTree",1297,"unary-cover-no-reassoc"
8,5,"sharedShapeStatePool",89,"unary-cover-no-reassoc"
8,5,"langContPruneShapeStatePool",48,"unary-cover-no-reassoc"
8,6,"strongTree",1517,"unary-cover-no-reassoc"
8,6,"cubicTree",1539,"unary-cover-no-reassoc"
8,6,"sharedShapeStatePool",95,"unary-cover-no-reassoc"
8,6,"langContPruneShapeStatePool",51,"unary-cover-no-reassoc"
8,7,"strongTree",1629,"unary-cover-no-reassoc"
8,7,"cubicTree",1789,"unary-cover-no-reassoc"
8,7,"sharedShapeStatePool",100,"unary-cover-no-reassoc"
8,7,"langContPruneShapeStatePool",53,"unary-cover-no-reassoc"
8,8,"strongTree",1816,"unary-cover-no-reassoc"
8,8,"cubicTree",2039,"unary-cover-no-reassoc"
8,8,"sharedShapeStatePool",104,"unary-cover-no-reassoc"
