k,n,metric,value,seqMode
5,180,"strongMemoSplitProbes",1021561,"unary-cover-no-reassoc"
5,180,"strongMemoSpanBound",1507006,"unary-cover-no-reassoc"
5,180,"strongMemoSplitBound",272768086,"unary-cover-no-reassoc"
5,184,"strongMemoTree",959,"unary-cover-no-reassoc"
5,184,"strongMemoActiveRows",85,"unary-cover-no-reassoc"
5,184,"strongMemoActiveKeys",2,"unary-cover-no-reassoc"
5,184,"strongMemoActiveMaxBucket",84,"unary-cover-no-reassoc"
5,184,"strongMemoActivePairBudget",7057,"unary-cover-no-reassoc"
5,184,"strongMemoStates",52908,"unary-cover-no-reassoc"
5,184,"strongMemoSplitProbes",1090017,"unary-cover-no-reassoc"
5,184,"strongMemoSpanBound",1574350,"unary-cover-no-reassoc"
5,184,"strongMemoSplitBound",291254750,"unary-cover-no-reassoc"
5,188,"strongMemoTree",947,"unary-cover-no-reassoc"
5,188,"strongMemoActiveRows",85,"unary-cover-no-reassoc"
5,188,"strongMemoActiveKeys",2,"unary-cover-no-reassoc"
5,188,"strongMemoActiveMaxBucket",84,"unary-cover-no-reassoc"
5,188,"strongMemoActivePairBudget",7057,"unary-cover-no-reassoc"
5,188,"strongMemoStates",55186,"unary-cover-no-reassoc"
5,188,"strongMemoSplitProbes",1161465,"unary-cover-no-reassoc"
5,188,"strongMemoSpanBound",1643166,"unary-cover-no-reassoc"
5,188,"strongMemoSplitBound",310558374,"unary-cover-no-reassoc"
5,192,"strongMemoTree",947,"unary-cover-no-reassoc"
5,192,"strongMemoActiveRows",85,"unary-cover-no-reassoc"
5,192,"strongMemoActiveKeys",2,"unary-cover-no-reassoc"
5,192,"strongMemoActiveMaxBucket",84,"unary-cover-no-reassoc"
5,192,"strongMemoActivePairBudget",7057,"unary-cover-no-reassoc"
5,192,"strongMemoStates",57512,"unary-cover-no-reassoc"
5,192,"strongMemoSplitProbes",1235969,"unary-cover-no-reassoc"
5,192,"strongMemoSpanBound",1713454,"unary-cover-no-reassoc"
5,192,"strongMemoSplitBound",330696622,"unary-cover-no-reassoc"
5,196,"strongMemoTree",947,"unary-cover-no-reassoc"
5,196,"strongMemoActiveRows",85,"unary-cover-no-reassoc"
5,196,"strongMemoActiveKeys",2,"unary-cover-no-reassoc"
5,196,"strongMemoActiveMaxBucket",84,"unary-cover-no-reassoc"
5,196,"strongMemoActivePairBudget",7057,"unary-cover-no-reassoc"
5,196,"strongMemoStates",59886,"unary-cover-no-reassoc"
5,196,"strongMemoSplitProbes",1313593,"unary-cover-no-reassoc"
5,196,"strongMemoSpanBound",1785214,"unary-cover-no-reassoc"
5,196,"strongMemoSplitBound",351687158,"unary-cover-no-reassoc"
5,200,"strongMemoTree",957,"unary-cover-no-reassoc"
5,200,"strongMemoActiveRows",85,"unary-cover-no-reassoc"
5,200,"strongMemoActiveKeys",2,"unary-cover-no-reassoc"
5,200,"strongMemoActiveMaxBucket",84,"unary-cover-no-reassoc"
5,200,"strongMemoActivePairBudget",7057,"unary-cover-no-reassoc"
5,200,"strongMemoStates",62308,"unary-cover-no-reassoc"
5,200,"strongMemoSplitProbes",1394401,"unary-cover-no-reassoc"
5,200,"strongMemoSpanBound",1858446,"unary-cover-no-reassoc"
5,200,"strongMemoSplitBound",373547646,"unary-cover-no-reassoc"
8,0,"strongMemoTree",97,"unary-cover-no-reassoc"
8,0,"strongMemoActiveRows",0,"unary-cover-no-reassoc"
8,0,"strongMemoActiveKeys",0,"unary-cover-no-reassoc"
8,0,"strongMemoActiveMaxBucket",0,"unary-cover-no-reassoc"
8,0,"strongMemoActivePairBudget",0,"unary-cover-no-reassoc"
8,0,"strongMemoStates",1,"unary-cover-no-reassoc"
8,0,"strongMemoSplitProbes",0,"unary-cover-no-reassoc"
8,0,"strongMemoSpanBound",97,"unary-cover-no-reassoc"
8,0,"strongMemoSplitBound",97,"unary-cover-no-reassoc"
8,4,"strongMemoTree",1164,"unary-cover-no-reassoc"
8,4,"strongMemoActiveRows",10,"unary-cover-no-reassoc"
8,4,"strongMemoActiveKeys",2,"unary-cover-no-reassoc"
8,4,"strongMemoActiveMaxBucket",9,"unary-cover-no-reassoc"
8,4,"strongMemoActivePairBudget",82,"unary-cover-no-reassoc"
8,4,"strongMemoStates",78,"unary-cover-no-reassoc"
8,4,"strongMemoSplitProbes",57,"unary-cover-no-reassoc"
8,4,"strongMemoSpanBound",2425,"unary-cover-no-reassoc"
8,4,"strongMemoSplitBound",12125,"unary-cover-no-reassoc"
8,8,"strongMemoTree",1816,"unary-cover-no-reassoc"
8,8,"strongMemoActiveRows",30,"unary-cover-no-reassoc"
8,8,"strongMemoActiveKeys",2,"unary-cover-no-reassoc"
8,8,"strongMemoActiveMaxBucket",29,"unary-cover-no-reassoc"
8,8,"strongMemoActivePairBudget",842,"unary-cover-no-reassoc"
8,8,"strongMemoStates",196,"unary-cover-no-reassoc"
8,8,"strongMemoSplitProbes",225,"unary-cover-no-reassoc"
8,8,"strongMemoSpanBound",7857,"unary-cover-no-reassoc"
8,8,"strongMemoSplitBound",70713,"unary-cover-no-reassoc"
8,12,"strongMemoTree",2269,"unary-cover-no-reassoc"
8,12,"strongMemoActiveRows",50,"unary-cover-no-reassoc"
8,12,"strongMemoActiveKeys",2,"unary-cover-no-reassoc"
8,12,"strongMemoActiveMaxBucket",49,"unary-cover-no-reassoc"
8,12,"strongMemoActivePairBudget",2402,"unary-cover-no-reassoc"
8,12,"strongMemoStates",362,"unary-cover-no-reassoc"
8,12,"strongMemoSplitProbes",569,"unary-cover-no-reassoc"
8,12,"strongMemoSpanBound",16393,"unary-cover-no-reassoc"
8,12,"strongMemoSplitBound",213109,"unary-cover-no-reassoc"
8,16,"strongMemoTree",2691,"unary-cover-no-reassoc"
8,16,"strongMemoActiveRows",64,"unary-cover-no-reassoc"
8,16,"strongMemoActiveKeys",2,"unary-cover-no-reassoc"
8,16,"strongMemoActiveMaxBucket",63,"unary-cover-no-reassoc"
8,16,"strongMemoActivePairBudget",3970,"unary-cover-no-reassoc"
8,16,"strongMemoStates",576,"unary-cover-no-reassoc"
8,16,"strongMemoSplitProbes",1153,"unary-cover-no-reassoc"
8,16,"strongMemoSpanBound",28033,"unary-cover-no-reassoc"
8,16,"strongMemoSplitBound",476561,"unary-cover-no-reassoc"
8,20,"strongMemoTree",2641,"unary-cover-no-reassoc"
8,20,"strongMemoActiveRows",70,"unary-cover-no-reassoc"
8,20,"strongMemoActiveKeys",2,"unary-cover-no-reassoc"
8,20,"strongMemoActiveMaxBucket",69,"unary-cover-no-reassoc"
8,20,"strongMemoActivePairBudget",4762,"unary-cover-no-reassoc"
8,20,"strongMemoStates",838,"unary-cover-no-reassoc"
8,20,"strongMemoSplitProbes",2041,"unary-cover-no-reassoc"
8,20,"strongMemoSpanBound",42777,"unary-cover-no-reassoc"
8,20,"strongMemoSplitBound",898317,"unary-cover-no-reassoc"
8,24,"strongMemoTree",2778,"unary-cover-no-reassoc"
8,24,"strongMemoActiveRows",81,"unary-cover-no-reassoc"
8,24,"strongMemoActiveKeys",2,"unary-cover-no-reassoc"
8,24,"strongMemoActiveMaxBucket",80,"unary-cover-no-reassoc"
8,24,"strongMemoActivePairBudget",6401,"unary-cover-no-reassoc"
8,24,"strongMemoStates",1148,"unary-cover-no-reassoc"
8,24,"strongMemoSplitProbes",3297,"unary-cover-no-reassoc"
8,24,"strongMemoSpanBound",60625,"unary-cover-no-reassoc"
8,24,"strongMemoSplitBound",1515625,"unary-cover-no-reassoc"
8,28,"strongMemoTree",2642,"unary-cover-no-reassoc"
8,28,"strongMemoActiveRows",89,"unary-cover-no-reassoc"
8,28,"strongMemoActiveKeys",2,"unary-cover-no-reassoc"
8,28,"strongMemoActiveMaxBucket",88,"unary-cover-no-reassoc"
8,28,"strongMemoActivePairBudget",7745,"unary-cover-no-reassoc"
8,28,"strongMemoStates",1506,"unary-cover-no-reassoc"
8,28,"strongMemoSplitProbes",4985,"unary-cover-no-reassoc"
8,28,"strongMemoSpanBound",81577,"unary-cover-no-reassoc"
8,28,"strongMemoSplitBound",2365733,"unary-cover-no-reassoc"
8,32,"strongMemoTree",2879,"unary-cover-no-reassoc"
8,32,"strongMemoActiveRows",100,"unary-cover-no-reassoc"
8,32,"strongMemoActiveKeys",2,"unary-cover-no-reassoc"
8,32,"strongMemoActiveMaxBucket",99,"unary-cover-no-reassoc"
8,32,"strongMemoActivePairBudget",9802,"unary-cover-no-reassoc"
8,32,"strongMemoStates",1912,"unary-cover-no-reassoc"
8,32,"strongMemoSplitProbes",7169,"unary-cover-no-reassoc"
8,32,"strongMemoSpanBound",105633,"unary-cover-no-reassoc"
8,32,"strongMemoSplitBound",3485889,"unary-cover-no-reassoc"
8,36,"strongMemoTree",2837,"unary-cover-no-reassoc"
8,36,"strongMemoActiveRows",108,"unary-cover-no-reassoc"
8,36,"strongMemoActiveKeys",2,"unary-cover-no-reassoc"
8,36,"strongMemoActiveMaxBucket",107,"unary-cover-no-reassoc"
8,36,"strongMemoActivePairBudget",11450,"unary-cover-no-reassoc"
8,36,"strongMemoStates",2366,"unary-cover-no-reassoc"
8,36,"strongMemoSplitProbes",9913,"unary-cover-no-reassoc"
8,36,"strongMemoSpanBound",132793,"unary-cover-no-reassoc"
8,36,"strongMemoSplitBound",4913341,"unary-cover-no-reassoc"
8,40,"strongMemoTree",2968,"unary-cover-no-reassoc"
8,40,"strongMemoActiveRows",116,"unary-cover-no-reassoc"
8,40,"strongMemoActiveKeys",2,"unary-cover-no-reassoc"
8,40,"strongMemoActiveMaxBucket",115,"unary-cover-no-reassoc"
8,40,"strongMemoActivePairBudget",13226,"unary-cover-no-reassoc"
8,40,"strongMemoStates",2868,"unary-cover-no-reassoc"
8,40,"strongMemoSplitProbes",13281,"unary-cover-no-reassoc"
8,40,"strongMemoSpanBound",163057,"unary-cover-no-reassoc"
8,40,"strongMemoSplitBound",6685337,"unary-cover-no-reassoc"
8,44,"strongMemoTree",2932,"unary-cover-no-reassoc"
8,44,"strongMemoActiveRows",126,"unary-cover-no-reassoc"
8,44,"strongMemoActiveKeys",2,"unary-cover-no-reassoc"
8,44,"strongMemoActiveMaxBucket",125,"unary-cover-no-reassoc"
8,44,"strongMemoActivePairBudget",15626,"unary-cover-no-reassoc"
8,44,"strongMemoStates",3418,"unary-cover-no-reassoc"
8,44,"strongMemoSplitProbes",17337,"unary-cover-no-reassoc"
8,44,"strongMemoSpanBound",196425,"unary-cover-no-reassoc"
8,44,"strongMemoSplitBound",8839125,"unary-cover-no-reassoc"
8,48,"strongMemoTree",2963,"unary-cover-no-reassoc"
8,48,"strongMemoActiveRows",134,"unary-cover-no-reassoc"
8,48,"strongMemoActiveKeys",2,"unary-cover-no-reassoc"
8,48,"strongMemoActiveMaxBucket",133,"unary-cover-no-reassoc"
8,48,"strongMemoActivePairBudget",17690,"unary-cover-no-reassoc"
8,48,"strongMemoStates",4016,"unary-cover-no-reassoc"
8,48,"strongMemoSplitProbes",22145,"unary-cover-no-reassoc"
8,48,"strongMemoSpanBound",232897,"unary-cover-no-reassoc"
8,48,"strongMemoSplitBound",11411953,"unary-cover-no-reassoc"
8,52,"strongMemoTree",3035,"unary-cover-no-reassoc"
8,52,"strongMemoActiveRows",138,"unary-cover-no-reassoc"
8,52,"strongMemoActiveKeys",2,"unary-cover-no-reassoc"
8,52,"strongMemoActiveMaxBucket",137,"unary-cover-no-reassoc"
8,52,"strongMemoActivePairBudget",18770,"unary-cover-no-reassoc"
8,52,"strongMemoStates",4662,"unary-cover-no-reassoc"
8,52,"strongMemoSplitProbes",27769,"unary-cover-no-reassoc"
8,52,"strongMemoSpanBound",272473,"unary-cover-no-reassoc"
8,52,"strongMemoSplitBound",14441069,"unary-cover-no-reassoc"
8,56,"strongMemoTree",3060,"unary-cover-no-reassoc"
8,56,"strongMemoActiveRows",142,"unary-cover-no-reassoc"
8,56,"strongMemoActiveKeys",2,"unary-cover-no-reassoc"
8,56,"strongMemoActiveMaxBucket",141,"unary-cover-no-reassoc"
8,56,"strongMemoActivePairBudget",19882,"unary-cover-no-reassoc"
8,56,"strongMemoStates",5356,"unary-cover-no-reassoc"
8,56,"strongMemoSplitProbes",34273,"unary-cover-no-reassoc"
8,56,"strongMemoSpanBound",315153,"unary-cover-no-reassoc"
8,56,"strongMemoSplitBound",17963721,"unary-cover-no-reassoc"
8,60,"strongMemoTree",3120,"unary-cover-no-reassoc"
8,60,"strongMemoActiveRows",150,"unary-cover-no-reassoc"
8,60,"strongMemoActiveKeys",2,"unary-cover-no-reassoc"
8,60,"strongMemoActiveMaxBucket",149,"unary-cover-no-reassoc"
8,60,"strongMemoActivePairBudget",22202,"unary-cover-no-reassoc"
8,60,"strongMemoStates",6098,"unary-cover-no-reassoc"
8,60,"strongMemoSplitProbes",41721,"unary-cover-no-reassoc"
8,60,"strongMemoSpanBound",360937,"unary-cover-no-reassoc"
8,60,"strongMemoSplitBound",22017157,"unary-cover-no-reassoc"
8,64,"strongMemoTree",3245,"unary-cover-no-reassoc"
8,64,"strongMemoActiveRows",159,"unary-cover-no-reassoc"
8,64,"strongMemoActiveKeys",2,"unary-cover-no-reassoc"
8,64,"strongMemoActiveMaxBucket",158,"unary-cover-no-reassoc"
8,64,"strongMemoActivePairBudget",24965,"unary-cover-no-reassoc"
8,64,"strongMemoStates",6888,"unary-cover-no-reassoc"
8,64,"strongMemoSplitProbes",50177,"unary-cover-no-reassoc"
8,64,"strongMemoSpanBound",409825,"unary-cover-no-reassoc"
8,64,"strongMemoSplitBound",26638625,"unary-cover-no-reassoc"
8,68,"strongMemoTree",3213,"unary-cover-no-reassoc"
8,68,"strongMemoActiveRows",163,"unary-cover-no-reassoc"
8,68,"strongMemoActiveKeys",2,"unary-cover-no-reassoc"
8,68,"strongMemoActiveMaxBucket",162,"unary-cover-no-reassoc"
8,68,"strongMemoActivePairBudget",26245,"unary-cover-no-reassoc"
8,68,"strongMemoStates",7726,"unary-cover-no-reassoc"
8,68,"strongMemoSplitProbes",59705,"unary-cover-no-reassoc"
8,68,"strongMemoSpanBound",461817,"unary-cover-no-reassoc"
8,68,"strongMemoSplitBound",31865373,"unary-cover-no-reassoc"
8,72,"strongMemoTree",3241,"unary-cover-no-reassoc"
8,72,"strongMemoActiveRows",169,"unary-cover-no-reassoc"
8,72,"strongMemoActiveKeys",2,"unary-cover-no-reassoc"
8,72,"strongMemoActiveMaxBucket",168,"unary-cover-no-reassoc"
8,72,"strongMemoActivePairBudget",28225,"unary-cover-no-reassoc"
8,72,"strongMemoStates",8612,"unary-cover-no-reassoc"
8,72,"strongMemoSplitProbes",70369,"unary-cover-no-reassoc"
8,72,"strongMemoSpanBound",516913,"unary-cover-no-reassoc"
8,72,"strongMemoSplitBound",37734649,"unary-cover-no-reassoc"
8,76,"strongMemoTree",3227,"unary-cover-no-reassoc"
8,76,"strongMemoActiveRows",173,"unary-cover-no-reassoc"
8,76,"strongMemoActiveKeys",2,"unary-cover-no-reassoc"
8,76,"strongMemoActiveMaxBucket",172,"unary-cover-no-reassoc"
8,76,"strongMemoActivePairBudget",29585,"unary-cover-no-reassoc"
8,76,"strongMemoStates",9546,"unary-cover-no-reassoc"
8,76,"strongMemoSplitProbes",82233,"unary-cover-no-reassoc"
8,76,"strongMemoSpanBound",575113,"unary-cover-no-reassoc"
8,76,"strongMemoSplitBound",44283701,"unary-cover-no-reassoc"
8,80,"strongMemoTree",3233,"unary-cover-no-reassoc"
8,80,"strongMemoActiveRows",177,"unary-cover-no-reassoc"
8,80,"strongMemoActiveKeys",2,"unary-cover-no-reassoc"
8,80,"strongMemoActiveMaxBucket",176,"unary-cover-no-reassoc"
8,80,"strongMemoActivePairBudget",30977,"unary-cover-no-reassoc"
8,80,"strongMemoStates",10528,"unary-cover-no-reassoc"
8,80,"strongMemoSplitProbes",95361,"unary-cover-no-reassoc"
8,80,"strongMemoSpanBound",636417,"unary-cover-no-reassoc"
8,80,"strongMemoSplitBound",51549777,"unary-cover-no-reassoc"
8,84,"strongMemoTree",3119,"unary-cover-no-reassoc"
8,84,"strongMemoActiveRows",181,"unary-cover-no-reassoc"
8,84,"strongMemoActiveKeys",2,"unary-cover-no-reassoc"
8,84,"strongMemoActiveMaxBucket",180,"unary-cover-no-reassoc"
8,84,"strongMemoActivePairBudget",32401,"unary-cover-no-reassoc"
8,84,"strongMemoStates",11558,"unary-cover-no-reassoc"
8,84,"strongMemoSplitProbes",109817,"unary-cover-no-reassoc"
8,84,"strongMemoSpanBound",700825,"unary-cover-no-reassoc"
8,84,"strongMemoSplitBound",59570125,"unary-cover-no-reassoc"
8,88,"strongMemoTree",3247,"unary-cover-no-reassoc"
8,88,"strongMemoActiveRows",189,"unary-cover-no-reassoc"
8,88,"strongMemoActiveKeys",2,"unary-cover-no-reassoc"
8,88,"strongMemoActiveMaxBucket",188,"unary-cover-no-reassoc"
8,88,"strongMemoActivePairBudget",35345,"unary-cover-no-reassoc"
8,88,"strongMemoStates",12636,"unary-cover-no-reassoc"
8,88,"strongMemoSplitProbes",125665,"unary-cover-no-reassoc"
8,88,"strongMemoSpanBound",768337,"unary-cover-no-reassoc"
8,88,"strongMemoSplitBound",68381993,"unary-cover-no-reassoc"
8,92,"strongMemoTree",3215,"unary-cover-no-reassoc"
8,92,"strongMemoActiveRows",193,"unary-cover-no-reassoc"
8,92,"strongMemoActiveKeys",2,"unary-cover-no-reassoc"
8,92,"strongMemoActiveMaxBucket",192,"unary-cover-no-reassoc"
8,92,"strongMemoActivePairBudget",36865,"unary-cover-no-reassoc"
8,92,"strongMemoStates",13762,"unary-cover-no-reassoc"
8,92,"strongMemoSplitProbes",142969,"unary-cover-no-reassoc"
8,92,"strongMemoSpanBound",838953,"unary-cover-no-reassoc"
8,92,"strongMemoSplitBound",78022629,"unary-cover-no-reassoc"
8,96,"strongMemoTree",3243,"unary-cover-no-reassoc"
8,96,"strongMemoActiveRows",197,"unary-cover-no-reassoc"
8,96,"strongMemoActiveKeys",2,"unary-cover-no-reassoc"
8,96,"strongMemoActiveMaxBucket",196,"unary-cover-no-reassoc"
8,96,"strongMemoActivePairBudget",38417,"unary-cover-no-reassoc"
8,96,"strongMemoStates",14936,"unary-cover-no-reassoc"
8,96,"strongMemoSplitProbes",161793,"unary-cover-no-reassoc"
8,96,"strongMemoSpanBound",912673,"unary-cover-no-reassoc"
8,96,"strongMemoSplitBound",88529281,"unary-cover-no-reassoc"
8,100,"strongMemoTree",3219,"unary-cover-no-reassoc"
8,100,"strongMemoActiveRows",201,"unary-cover-no-reassoc"
8,100,"strongMemoActiveKeys",2,"unary-cover-no-reassoc"
8,100,"strongMemoActiveMaxBucket",200,"unary-cover-no-reassoc"
8,100,"strongMemoActivePairBudget",40001,"unary-cover-no-reassoc"
8,100,"strongMemoStates",16158,"unary-cover-no-reassoc"
8,100,"strongMemoSplitProbes",182201,"unary-cover-no-reassoc"
8,100,"strongMemoSpanBound",989497,"unary-cover-no-reassoc"
8,100,"strongMemoSplitBound",99939197,"unary-cover-no-reassoc"
8,104,"strongMemoTree",3235,"unary-cover-no-reassoc"
8,104,"strongMemoActiveRows",205,"unary-cover-no-reassoc"
8,104,"strongMemoActiveKeys",2,"unary-cover-no-reassoc"
8,104,"strongMemoActiveMaxBucket",204,"unary-cover-no-reassoc"
8,104,"strongMemoActivePairBudget",41617,"unary-cover-no-reassoc"
8,104,"strongMemoStates",17428,"unary-cover-no-reassoc"
8,104,"strongMemoSplitProbes",204257,"unary-cover-no-reassoc"
8,104,"strongMemoSpanBound",1069425,"unary-cover-no-reassoc"
8,104,"strongMemoSplitBound",112289625,"unary-cover-no-reassoc"
8,108,"strongMemoTree",3215,"unary-cover-no-reassoc"
8,108,"strongMemoActiveRows",212,"unary-cover-no-reassoc"
8,108,"strongMemoActiveKeys",2,"unary-cover-no-reassoc"
8,108,"strongMemoActiveMaxBucket",211,"unary-cover-no-reassoc"
8,108,"strongMemoActivePairBudget",44522,"unary-cover-no-reassoc"
8,108,"strongMemoStates",18746,"unary-cover-no-reassoc"
8,108,"strongMemoSplitProbes",228025,"unary-cover-no-reassoc"
8,108,"strongMemoSpanBound",1152457,"unary-cover-no-reassoc"
8,108,"strongMemoSplitBound",125617813,"unary-cover-no-reassoc"
8,112,"strongMemoTree",3155,"unary-cover-no-reassoc"
8,112,"strongMemoActiveRows",216,"unary-cover-no-reassoc"
8,112,"strongMemoActiveKeys",2,"unary-cover-no-reassoc"
8,112,"strongMemoActiveMaxBucket",215,"unary-cover-no-reassoc"
8,112,"strongMemoActivePairBudget",46226,"unary-cover-no-reassoc"
8,112,"strongMemoStates",20112,"unary-cover-no-reassoc"
8,112,"strongMemoSplitProbes",253569,"unary-cover-no-reassoc"
8,112,"strongMemoSpanBound",1238593,"unary-cover-no-reassoc"
8,112,"strongMemoSplitBound",139961009,"unary-cover-no-reassoc"
8,116,"strongMemoTree",3217,"unary-cover-no-reassoc"
8,116,"strongMemoActiveRows",220,"unary-cover-no-reassoc"
8,116,"strongMemoActiveKeys",2,"unary-cover-no-reassoc"
8,116,"strongMemoActiveMaxBucket",219,"unary-cover-no-reassoc"
8,116,"strongMemoActivePairBudget",47962,"unary-cover-no-reassoc"
8,116,"strongMemoStates",21526,"unary-cover-no-reassoc"
8,116,"strongMemoSplitProbes",280953,"unary-cover-no-reassoc"
8,116,"strongMemoSpanBound",1327833,"unary-cover-no-reassoc"
8,116,"strongMemoSplitBound",155356461,"unary-cover-no-reassoc"
8,120,"strongMemoTree",3330,"unary-cover-no-reassoc"
8,120,"strongMemoActiveRows",224,"unary-cover-no-reassoc"
8,120,"strongMemoActiveKeys",2,"unary-cover-no-reassoc"
8,120,"strongMemoActiveMaxBucket",223,"unary-cover-no-reassoc"
8,120,"strongMemoActivePairBudget",49730,"unary-cover-no-reassoc"
8,120,"strongMemoStates",22988,"unary-cover-no-reassoc"
8,120,"strongMemoSplitProbes",310241,"unary-cover-no-reassoc"
8,120,"strongMemoSpanBound",1420177,"unary-cover-no-reassoc"
8,120,"strongMemoSplitBound",171841417,"unary-cover-no-reassoc"
8,124,"strongMemoTree",3212,"unary-cover-no-reassoc"
8,124,"strongMemoActiveRows",229,"unary-cover-no-reassoc"
8,124,"strongMemoActiveKeys",2,"unary-cover-no-reassoc"
8,124,"strongMemoActiveMaxBucket",228,"unary-cover-no-reassoc"
8,124,"strongMemoActivePairBudget",51985,"unary-cover-no-reassoc"
8,124,"strongMemoStates",24498,"unary-cover-no-reassoc"
8,124,"strongMemoSplitProbes",341497,"unary-cover-no-reassoc"
8,124,"strongMemoSpanBound",1515625,"unary-cover-no-reassoc"
8,124,"strongMemoSplitBound",189453125,"unary-cover-no-reassoc"
8,128,"strongMemoTree",3328,"unary-cover-no-reassoc"
8,128,"strongMemoActiveRows",233,"unary-cover-no-reassoc"
8,128,"strongMemoActiveKeys",2,"unary-cover-no-reassoc"
8,128,"strongMemoActiveMaxBucket",232,"unary-cover-no-reassoc"
8,128,"strongMemoActivePairBudget",53825,"unary-cover-no-reassoc"
8,128,"strongMemoStates",26056,"unary-cover-no-reassoc"
8,128,"strongMemoSplitProbes",374785,"unary-cover-no-reassoc"
8,128,"strongMemoSpanBound",1614177,"unary-cover-no-reassoc"
8,128,"strongMemoSplitBound",208228833,"unary-cover-no-reassoc"
8,132,"strongMemoTree",3216,"unary-cover-no-reassoc"
8,132,"strongMemoActiveRows",237,"unary-cover-no-reassoc"
8,132,"strongMemoActiveKeys",2,"unary-cover-no-reassoc"
8,132,"strongMemoActiveMaxBucket",236,"unary-cover-no-reassoc"
8,132,"strongMemoActivePairBudget",55697,"unary-cover-no-reassoc"
8,132,"strongMemoStates",27662,"unary-cover-no-reassoc"
8,132,"strongMemoSplitProbes",410169,"unary-cover-no-reassoc"
8,132,"strongMemoSpanBound",1715833,"unary-cover-no-reassoc"
8,132,"strongMemoSplitBound",228205789,"unary-cover-no-reassoc"
8,136,"strongMemoTree",3338,"unary-cover-no-reassoc"
8,136,"strongMemoActiveRows",241,"unary-cover-no-reassoc"
8,136,"strongMemoActiveKeys",2,"unary-cover-no-reassoc"
8,136,"strongMemoActiveMaxBucket",240,"unary-cover-no-reassoc"
8,136,"strongMemoActivePairBudget",57601,"unary-cover-no-reassoc"
8,136,"strongMemoStates",29316,"unary-cover-no-reassoc"
8,136,"strongMemoSplitProbes",447713,"unary-cover-no-reassoc"
8,136,"strongMemoSpanBound",1820593,"unary-cover-no-reassoc"
8,136,"strongMemoSplitBound",249421241,"unary-cover-no-reassoc"
8,140,"strongMemoTree",3206,"unary-cover-no-reassoc"
8,140,"strongMemoActiveRows",245,"unary-cover-no-reassoc"
8,140,"strongMemoActiveKeys",2,"unary-cover-no-reassoc"
8,140,"strongMemoActiveMaxBucket",244,"unary-cover-no-reassoc"
8,140,"strongMemoActivePairBudget",59537,"unary-cover-no-reassoc"
8,140,"strongMemoStates",31018,"unary-cover-no-reassoc"
8,140,"strongMemoSplitProbes",487481,"unary-cover-no-reassoc"
8,140,"strongMemoSpanBound",1928457,"unary-cover-no-reassoc"
8,140,"strongMemoSplitBound",271912437,"unary-cover-no-reassoc"
8,144,"strongMemoTree",3332,"unary-cover-no-reassoc"
8,144,"strongMemoActiveRows",253,"unary-cover-no-reassoc"
8,144,"strongMemoActiveKeys",2,"unary-cover-no-reassoc"
8,144,"strongMemoActiveMaxBucket",252,"unary-cover-no-reassoc"
8,144,"strongMemoActivePairBudget",63505,"unary-cover-no-reassoc"
8,144,"strongMemoStates",32768,"unary-cover-no-reassoc"
8,144,"strongMemoSplitProbes",529537,"unary-cover-no-reassoc"
8,144,"strongMemoSpanBound",2039425,"unary-cover-no-reassoc"
8,144,"strongMemoSplitBound",295716625,"unary-cover-no-reassoc"
8,148,"strongMemoTree",3310,"unary-cover-no-reassoc"
8,148,"strongMemoActiveRows",257,"unary-cover-no-reassoc"
8,148,"strongMemoActiveKeys",2,"unary-cover-no-reassoc"
8,148,"strongMemoActiveMaxBucket",256,"unary-cover-no-reassoc"
8,148,"strongMemoActivePairBudget",65537,"unary-cover-no-reassoc"
8,148,"strongMemoStates",34566,"unary-cover-no-reassoc"
8,148,"strongMemoSplitProbes",573945,"unary-cover-no-reassoc"
8,148,"strongMemoSpanBound",2153497,"unary-cover-no-reassoc"
8,148,"strongMemoSplitBound",320871053,"unary-cover-no-reassoc"
8,152,"strongMemoTree",3330,"unary-cover-no-reassoc"
8,152,"strongMemoActiveRows",261,"unary-cover-no-reassoc"
8,152,"strongMemoActiveKeys",2,"unary-cover-no-reassoc"
8,152,"strongMemoActiveMaxBucket",260,"unary-cover-no-reassoc"
8,152,"strongMemoActivePairBudget",67601,"unary-cover-no-reassoc"
8,152,"strongMemoStates",36412,"unary-cover-no-reassoc"
8,152,"strongMemoSplitProbes",620769,"unary-cover-no-reassoc"
8,152,"strongMemoSpanBound",2270673,"unary-cover-no-reassoc"
8,152,"strongMemoSplitBound",347412969,"unary-cover-no-reassoc"
8,156,"strongMemoTree",3314,"unary-cover-no-reassoc"
8,156,"strongMemoActiveRows",265,"unary-cover-no-reassoc"
8,156,"strongMemoActiveKeys",2,"unary-cover-no-reassoc"
8,156,"strongMemoActiveMaxBucket",264,"unary-cover-no-reassoc"
8,156,"strongMemoActivePairBudget",69697,"unary-cover-no-reassoc"
8,156,"strongMemoStates",38306,"unary-cover-no-reassoc"
8,156,"strongMemoSplitProbes",670073,"unary-cover-no-reassoc"
8,156,"strongMemoSpanBound",2390953,"unary-cover-no-reassoc"
8,156,"strongMemoSplitBound",375379621,"unary-cover-no-reassoc"
8,160,"strongMemoTree",3330,"unary-cover-no-reassoc"
8,160,"strongMemoActiveRows",269,"unary-cover-no-reassoc"
8,160,"strongMemoActiveKeys",2,"unary-cover-no-reassoc"
